svara		00:00:35.800	00:00:36.770	00:00:00.970	ni
svara		00:00:37.745	00:00:38.276	00:00:00.531	ni
svara		00:00:38.277	00:00:40.138	00:00:01.861	dha
svara		00:00:41.110	00:00:41.956	00:00:00.846	ma
svara		00:00:41.961	00:00:43.852	00:00:01.891	pa
svara		00:00:44.638	00:00:45.650	00:00:01.012	dha
svara		00:00:45.650	00:00:46.134	00:00:00.484	ni
svara		00:00:46.134	00:00:48.515	00:00:02.381	sa
svara		00:00:49.148	00:00:50.549	00:00:01.401	ni
svara		00:00:51.602	00:00:52.194	00:00:00.592	ni
svara		00:00:52.194	00:00:54.406	00:00:02.212	dha
svara		00:00:54.980	00:00:56.030	00:00:01.050	ma
svara		00:00:56.034	00:00:57.690	00:00:01.656	pa
svara		00:00:58.485	00:00:59.216	00:00:00.731	dha
svara		00:00:59.216	00:00:59.722	00:00:00.506	ni
svara		00:00:59.722	00:01:01.415	00:00:01.693	sa
svara		00:01:01.785	00:01:02.138	00:00:00.353	sa
svara		00:01:02.138	00:01:02.535	00:00:00.397	ri
svara		00:01:02.549	00:01:03.077	00:00:00.528	ri
svara		00:01:03.077	00:01:03.944	00:00:00.867	sa
svara		00:01:03.948	00:01:05.022	00:00:01.074	ni
svara		00:01:05.037	00:01:05.901	00:00:00.864	ni
svara		00:01:05.901	00:01:07.830	00:00:01.929	dha
svara		00:01:08.262	00:01:09.458	00:00:01.196	ma
svara		00:01:09.458	00:01:11.587	00:00:02.129	pa
svara		00:01:11.723	00:01:12.445	00:00:00.722	dha
svara		00:01:12.445	00:01:12.978	00:00:00.533	ni
svara		00:01:12.978	00:01:14.453	00:00:01.475	sa
svara		00:01:14.990	00:01:15.588	00:00:00.598	ga
svara		00:01:15.597	00:01:15.960	00:00:00.363	ri
svara		00:01:15.969	00:01:16.420	00:00:00.451	ri
svara		00:01:16.428	00:01:17.250	00:00:00.822	sa
svara		00:01:17.259	00:01:18.239	00:00:00.980	ni
svara		00:01:18.309	00:01:19.043	00:00:00.734	ni
svara		00:01:19.043	00:01:20.538	00:00:01.495	dha
svara		00:01:21.735	00:01:22.888	00:00:01.153	ma
svara		00:01:22.888	00:01:24.469	00:00:01.581	pa
svara		00:01:24.933	00:01:25.898	00:00:00.965	dha
svara		00:01:25.898	00:01:26.467	00:00:00.569	ni
svara		00:01:26.467	00:01:27.864	00:00:01.397	sa
svara		00:01:28.191	00:01:28.767	00:00:00.576	dha
svara		00:01:28.767	00:01:29.132	00:00:00.365	ni
svara		00:01:29.132	00:01:29.662	00:00:00.530	sa
svara		00:01:29.662	00:01:30.108	00:00:00.446	ri
svara		00:01:30.108	00:01:30.626	00:00:00.518	ga
svara		00:01:30.626	00:01:31.073	00:00:00.447	ma
svara		00:01:31.073	00:01:31.583	00:00:00.510	pa
svara		00:01:31.586	00:01:32.061	00:00:00.475	ma
svara		00:01:32.061	00:01:32.661	00:00:00.600	ga
svara		00:01:32.661	00:01:33.741	00:00:01.080	ri
svara		00:01:38.253	00:01:38.747	00:00:00.494	dha
svara		00:01:38.747	00:01:39.194	00:00:00.447	ni
svara		00:01:39.194	00:01:39.699	00:00:00.505	sa
svara		00:01:39.699	00:01:40.152	00:00:00.453	ri
svara		00:01:40.152	00:01:40.754	00:00:00.602	ga
svara		00:01:40.754	00:01:41.100	00:00:00.346	ma
svara		00:01:41.100	00:01:41.489	00:00:00.389	pa
svara		00:01:41.489	00:01:42.042	00:00:00.553	ma
svara		00:01:42.042	00:01:42.571	00:00:00.529	ga
svara		00:01:42.571	00:01:43.630	00:00:01.059	ri
svara		00:01:45.065	00:01:45.606	00:00:00.541	dha
svara		00:01:45.606	00:01:45.947	00:00:00.341	ni
svara		00:01:45.947	00:01:46.337	00:00:00.390	sa
svara		00:01:46.337	00:01:46.794	00:00:00.457	ri
svara		00:01:46.794	00:01:47.206	00:00:00.412	ga
svara		00:01:47.500	00:01:47.994	00:00:00.494	ma
svara		00:01:47.994	00:01:48.406	00:00:00.412	pa
svara		00:01:48.406	00:01:48.723	00:00:00.317	ma
svara		00:01:48.723	00:01:49.194	00:00:00.471	ga
svara		00:01:49.194	00:01:49.904	00:00:00.710	ri
svara		00:01:51.076	00:01:51.382	00:00:00.306	ma
svara		00:01:51.382	00:01:51.676	00:00:00.294	pa
svara		00:01:51.676	00:01:52.088	00:00:00.412	ma
svara		00:01:52.088	00:01:52.558	00:00:00.470	ga
svara		00:01:52.558	00:01:53.416	00:00:00.858	ri
svara		00:01:54.966	00:01:55.856	00:00:00.890	ni
svara		00:01:55.856	00:01:56.778	00:00:00.922	sa
svara		00:01:56.778	00:01:57.331	00:00:00.553	ri
svara		00:01:57.331	00:01:57.773	00:00:00.442	ga
svara		00:01:57.773	00:01:58.254	00:00:00.481	ma
svara		00:01:58.254	00:01:59.111	00:00:00.857	pa
svara		00:01:59.111	00:01:59.638	00:00:00.527	dha
svara		00:01:59.638	00:02:00.125	00:00:00.487	ni
svara		00:02:00.125	00:02:00.606	00:00:00.481	sa
svara		00:02:00.606	00:02:01.483	00:00:00.877	ni
svara		00:02:01.483	00:02:02.004	00:00:00.521	dha
svara		00:02:02.004	00:02:02.444	00:00:00.440	pa
svara		00:02:02.444	00:02:02.906	00:00:00.462	ma
svara		00:02:02.906	00:02:03.777	00:00:00.871	ga
svara		00:02:04.412	00:02:05.294	00:00:00.882	ri
svara		00:02:05.294	00:02:05.765	00:00:00.471	sa
svara		00:02:05.765	00:02:06.356	00:00:00.591	ri
svara		00:02:06.356	00:02:07.270	00:00:00.914	sa
svara		00:02:07.270	00:02:08.208	00:00:00.938	ni
svara		00:02:08.208	00:02:09.051	00:00:00.843	ni
svara		00:02:09.051	00:02:10.631	00:00:01.580	dha
svara		00:02:11.600	00:02:12.865	00:00:01.265	ma
svara		00:02:12.865	00:02:14.417	00:00:01.552	pa
svara		00:02:14.919	00:02:15.777	00:00:00.858	dha
svara		00:02:15.778	00:02:16.500	00:00:00.722	ni
svara		00:02:16.500	00:02:17.651	00:00:01.151	sa
svara		00:02:18.150	00:02:18.608	00:00:00.458	dha
svara		00:02:18.608	00:02:19.009	00:00:00.401	ni
svara		00:02:19.009	00:02:19.486	00:00:00.477	sa
svara		00:02:19.486	00:02:19.938	00:00:00.452	ri
svara		00:02:19.938	00:02:20.574	00:00:00.636	ga
svara		00:02:20.574	00:02:20.944	00:00:00.370	ma
svara		00:02:20.944	00:02:21.425	00:00:00.481	pa
svara		00:02:21.425	00:02:21.843	00:00:00.418	ma
svara		00:02:21.843	00:02:22.502	00:00:00.659	ga
svara		00:02:22.502	00:02:23.405	00:00:00.903	ri
svara		00:02:24.725	00:02:25.627	00:00:00.902	ni
svara		00:02:25.632	00:02:26.608	00:00:00.976	sa
svara		00:02:26.608	00:02:27.050	00:00:00.442	ri
svara		00:02:27.050	00:02:27.491	00:00:00.441	ga
svara		00:02:27.491	00:02:28.102	00:00:00.611	ma
svara		00:02:28.102	00:02:28.967	00:00:00.865	pa
svara		00:02:28.967	00:02:29.620	00:00:00.653	dha
svara		00:02:29.620	00:02:30.067	00:00:00.447	ni
svara		00:02:30.067	00:02:30.414	00:00:00.347	sa
svara		00:02:30.414	00:02:31.351	00:00:00.937	ni
svara		00:02:31.351	00:02:31.747	00:00:00.396	dha
svara		00:02:31.747	00:02:32.202	00:00:00.455	pa
svara		00:02:32.202	00:02:32.768	00:00:00.566	ma
svara		00:02:32.768	00:02:33.556	00:00:00.788	ga
svara		00:02:34.073	00:02:35.014	00:00:00.941	ri
svara		00:02:35.014	00:02:35.486	00:00:00.472	sa
svara		00:02:35.486	00:02:35.972	00:00:00.486	ri
svara		00:02:35.972	00:02:36.802	00:00:00.830	sa
svara		00:02:36.802	00:02:37.888	00:00:01.086	ni
svara		00:02:37.888	00:02:38.667	00:00:00.779	ni
svara		00:02:38.667	00:02:40.085	00:00:01.418	dha
svara		00:02:41.316	00:02:42.636	00:00:01.320	ma
svara		00:02:42.636	00:02:44.567	00:00:01.931	pa
svara		00:02:44.567	00:02:45.527	00:00:00.960	dha
svara		00:02:45.527	00:02:46.398	00:00:00.871	ni
svara		00:02:46.398	00:02:49.427	00:00:03.029	sa
svara		00:02:55.300	00:02:56.250	00:00:00.950	sa
svara		00:02:56.250	00:02:56.667	00:00:00.417	ri
svara		00:02:56.675	00:02:57.220	00:00:00.545	ni
svara		00:02:57.232	00:02:57.765	00:00:00.533	sa
svara		00:02:57.790	00:02:58.610	00:00:00.820	ri
svara		00:02:59.314	00:02:59.689	00:00:00.375	ni
svara		00:02:59.689	00:03:00.083	00:00:00.394	ri
svara		00:03:00.083	00:03:00.597	00:00:00.514	sa
svara		00:03:00.597	00:03:01.094	00:00:00.497	ni
svara		00:03:01.094	00:03:01.606	00:00:00.512	dha
svara		00:03:01.606	00:03:02.099	00:00:00.493	pa
svara		00:03:02.107	00:03:03.868	00:00:01.761	ma
svara		00:03:04.511	00:03:05.351	00:00:00.840	pa
svara		00:03:05.351	00:03:06.310	00:00:00.959	dha
svara		00:03:06.310	00:03:07.366	00:00:01.056	ni
svara		00:03:07.587	00:03:08.194	00:00:00.607	sa
svara		00:03:08.194	00:03:08.680	00:00:00.486	ri
svara		00:03:08.680	00:03:09.317	00:00:00.637	ri
svara		00:03:09.317	00:03:10.064	00:00:00.747	sa
svara		00:03:10.064	00:03:11.208	00:00:01.144	ni
svara		00:03:11.208	00:03:11.999	00:00:00.791	ni
svara		00:03:11.999	00:03:13.885	00:00:01.886	dha
svara		00:03:14.675	00:03:15.782	00:00:01.107	ma
svara		00:03:15.782	00:03:17.670	00:00:01.888	pa
svara		00:03:18.059	00:03:18.958	00:00:00.899	dha
svara		00:03:18.958	00:03:19.523	00:00:00.565	ni
svara		00:03:19.523	00:03:21.161	00:00:01.638	sa
svara		00:03:22.295	00:03:23.166	00:00:00.871	sa
svara		00:03:23.166	00:03:23.611	00:00:00.445	ri
svara		00:03:23.611	00:03:24.097	00:00:00.486	ni
svara		00:03:24.097	00:03:24.615	00:00:00.518	sa
svara		00:03:24.615	00:03:25.755	00:00:01.140	ri
svara		00:03:26.124	00:03:26.568	00:00:00.444	ni
svara		00:03:26.575	00:03:27.051	00:00:00.476	ri
svara		00:03:27.059	00:03:27.526	00:00:00.467	sa
svara		00:03:27.526	00:03:28.010	00:00:00.484	ni
svara		00:03:28.010	00:03:28.638	00:00:00.628	dha
svara		00:03:28.638	00:03:29.086	00:00:00.448	pa
svara		00:03:29.086	00:03:31.055	00:00:01.969	ma
svara		00:03:31.638	00:03:32.350	00:00:00.712	pa
svara		00:03:32.350	00:03:33.124	00:00:00.774	dha
svara		00:03:33.479	00:03:34.216	00:00:00.737	ni
svara		00:03:34.410	00:03:35.430	00:00:01.020	sa
svara		00:03:35.430	00:03:35.819	00:00:00.389	ri
