lara		00:00:03.417	00:00:04.342	00:00:00.925	ri
lara		00:00:04.342	00:00:04.855	00:00:00.513	ni
lara		00:00:04.855	00:00:06.041	00:00:01.186	sa
lara		00:00:06.501	00:00:07.813	00:00:01.312	ri
lara		00:00:07.960	00:00:09.455	00:00:01.495	ga
lara		00:00:09.455	00:00:11.682	00:00:02.227	ma
lara		00:00:12.432	00:00:13.289	00:00:00.857	ma
lara		00:00:13.289	00:00:13.651	00:00:00.362	ga
lara		00:00:13.651	00:00:13.999	00:00:00.348	ri
lara		00:00:14.102	00:00:14.545	00:00:00.443	ri
lara		00:00:14.545	00:00:14.747	00:00:00.202	ga
lara		00:00:14.747	00:00:14.920	00:00:00.173	ri
lara		00:00:14.920	00:00:15.270	00:00:00.350	ri
lara		00:00:15.270	00:00:15.466	00:00:00.196	sa
lara		00:00:15.663	00:00:16.152	00:00:00.489	ga
lara		00:00:16.152	00:00:16.600	00:00:00.448	ri 
lara		00:00:16.600	00:00:17.128	00:00:00.528	ni
lara		00:00:17.165	00:00:18.328	00:00:01.163	sa
lara		00:00:18.685	00:00:20.102	00:00:01.417	ri
lara		00:00:20.256	00:00:21.727	00:00:01.471	ga
lara		00:00:21.727	00:00:24.114	00:00:02.387	ma
lara		00:00:24.582	00:00:25.400	00:00:00.818	ma
lara		00:00:25.400	00:00:26.172	00:00:00.772	ga
lara		00:00:26.172	00:00:26.540	00:00:00.368	ga
lara		00:00:26.540	00:00:26.949	00:00:00.409	ri
lara		00:00:26.949	00:00:27.280	00:00:00.331	ri
lara		00:00:27.280	00:00:27.659	00:00:00.379	sa
lara		00:00:27.659	00:00:28.082	00:00:00.423	ga
lara		00:00:28.082	00:00:28.519	00:00:00.437	ri
lara		00:00:28.519	00:00:29.091	00:00:00.572	ni
lara		00:00:29.091	00:00:30.176	00:00:01.085	sa
lara		00:00:30.770	00:00:32.040	00:00:01.270	ri
lara		00:00:32.108	00:00:33.619	00:00:01.511	ga
lara		00:00:33.619	00:00:34.705	00:00:01.086	ma
lara		00:00:34.705	00:00:35.142	00:00:00.437	ga
lara		00:00:35.142	00:00:36.199	00:00:01.057	pa
lara		00:00:36.199	00:00:36.483	00:00:00.284	ma
lara		00:00:36.669	00:00:37.481	00:00:00.812	ma
lara		00:00:37.481	00:00:38.131	00:00:00.650	ga
lara		00:00:38.389	00:00:38.665	00:00:00.276	ri
lara		00:00:38.665	00:00:38.903	00:00:00.238	ga
lara		00:00:38.903	00:00:39.196	00:00:00.293	ma
lara		00:00:39.196	00:00:39.631	00:00:00.435	pa
lara		00:00:39.654	00:00:40.009	00:00:00.355	pa
lara		00:00:40.009	00:00:40.297	00:00:00.288	dha
lara		00:00:40.297	00:00:41.039	00:00:00.742	ni
lara		00:00:41.069	00:00:41.513	00:00:00.444	ni
lara		00:00:41.513	00:00:41.880	00:00:00.367	dha
lara		00:00:41.880	00:00:42.268	00:00:00.388	dha
lara		00:00:42.268	00:00:42.499	00:00:00.231	pa
lara		00:00:42.795	00:00:43.114	00:00:00.319	pa
lara		00:00:43.114	00:00:43.372	00:00:00.258	ma
lara		00:00:43.372	00:00:43.734	00:00:00.362	ga
lara		00:00:43.734	00:00:44.079	00:00:00.345	ri
lara		00:00:44.139	00:00:45.019	00:00:00.880	ri
lara		00:00:45.019	00:00:45.631	00:00:00.612	ni
lara		00:00:45.631	00:00:46.749	00:00:01.118	sa
lara		00:00:47.129	00:00:47.576	00:00:00.447	ri
lara		00:00:47.576	00:00:47.859	00:00:00.283	ga
lara		00:00:47.862	00:00:48.170	00:00:00.308	ma
lara		00:00:48.170	00:00:48.639	00:00:00.469	pa
lara		00:00:48.659	00:00:49.139	00:00:00.480	sa
lara		00:00:49.139	00:00:49.334	00:00:00.195	ni
lara		00:00:49.334	00:00:49.759	00:00:00.425	dha
lara		00:00:49.759	00:00:50.228	00:00:00.469	pa
lara		00:00:50.242	00:00:50.571	00:00:00.329	ma
lara		00:00:50.571	00:00:50.853	00:00:00.282	ga
lara		00:00:50.853	00:00:51.254	00:00:00.401	ri
lara		00:00:51.254	00:00:51.444	00:00:00.190	sa
lara		00:00:51.698	00:00:52.089	00:00:00.391	ga
lara		00:00:52.089	00:00:52.525	00:00:00.436	ri
lara		00:00:52.525	00:00:53.016	00:00:00.491	ni
lara		00:00:53.016	00:00:54.131	00:00:01.115	sa
lara		00:00:54.519	00:00:55.959	00:00:01.440	ri
lara		00:00:56.029	00:00:57.474	00:00:01.445	ga
lara		00:00:57.474	00:00:58.625	00:00:01.151	ma
lara		00:00:58.625	00:00:58.957	00:00:00.332	ga
lara		00:00:58.957	00:00:59.917	00:00:00.960	pa
lara		00:00:59.917	00:01:00.229	00:00:00.312	ma
lara		00:01:00.569	00:01:01.159	00:00:00.590	ma
lara		00:01:01.169	00:01:01.851	00:00:00.682	ga
lara		00:01:02.089	00:01:02.419	00:00:00.330	ri
lara		00:01:02.419	00:01:02.640	00:00:00.221	ga
lara		00:01:02.640	00:01:02.929	00:00:00.289	ma
lara		00:01:02.929	00:01:03.316	00:00:00.387	pa
lara		00:01:03.389	00:01:03.708	00:00:00.319	pa
lara		00:01:03.708	00:01:04.087	00:00:00.379	dha
lara		00:01:04.087	00:01:04.769	00:00:00.682	ni
lara		00:01:04.879	00:01:05.209	00:00:00.330	ni
lara		00:01:05.209	00:01:05.549	00:00:00.340	dha
lara		00:01:05.549	00:01:05.949	00:00:00.400	dha
lara		00:01:05.949	00:01:06.107	00:00:00.158	pa
lara		00:01:06.309	00:01:06.567	00:00:00.258	pa
lara		00:01:06.567	00:01:06.699	00:00:00.132	dha
lara		00:01:06.699	00:01:06.919	00:00:00.220	ni
lara		00:01:06.919	00:01:07.130	00:00:00.211	sa
lara		00:01:07.130	00:01:07.277	00:00:00.147	ga
lara		00:01:07.277	00:01:07.439	00:00:00.162	ga
lara		00:01:07.442	00:01:07.585	00:00:00.143	ri
lara		00:01:07.585	00:01:07.763	00:00:00.178	sa
lara		00:01:07.779	00:01:07.999	00:00:00.220	sa
lara		00:01:07.999	00:01:08.182	00:00:00.183	ni
lara		00:01:08.182	00:01:08.364	00:00:00.182	dha
lara		00:01:08.364	00:01:08.538	00:00:00.174	pa
lara		00:01:08.538	00:01:08.719	00:00:00.181	ma
lara		00:01:08.719	00:01:08.900	00:00:00.181	ga
lara		00:01:08.900	00:01:09.090	00:00:00.190	ri
lara		00:01:09.090	00:01:09.245	00:00:00.155	ni
lara		00:01:09.289	00:01:10.439	00:00:01.150	sa
lara		00:01:10.755	00:01:10.968	00:00:00.213	ga
lara		00:01:10.968	00:01:11.154	00:00:00.186	ga
lara		00:01:11.154	00:01:11.312	00:00:00.158	ri
lara		00:01:11.312	00:01:11.506	00:00:00.194	sa
lara		00:01:11.539	00:01:11.719	00:00:00.180	ga
lara		00:01:11.719	00:01:11.870	00:00:00.151	ri
lara		00:01:11.870	00:01:12.054	00:00:00.184	sa
